Date,BCFF11,BBPO11,HGLG11,ITSA4,TRPL4,TAEE4,BBAS3,HSML11,Total,Valor Aplicado
2020-07-29,3472.0401611328125,2366.820098876953,358.0,3850.9800395965576,0.0,1820.0700216293335,9275.100196838379,0.0,21143.010518074036,20097.14
2020-07-30,3472.0401611328125,2482.1998901367188,358.0,3774.85994720459,0.0,1848.4199495315552,8978.399803161621,0.0,20913.919751167297,20097.14
2020-07-31,3472.0401611328125,2496.7801208496094,360.0,3691.820026397705,0.0,1833.2999639511108,8663.64047241211,0.0,20517.580744743347,20097.14
2020-08-03,3472.0401611328125,2448.0,357.6600036621094,3702.1999340057373,0.0,1814.4000720977783,8862.299606323242,0.0,20656.59977722168,20097.14
2020-08-04,3472.0401611328125,2469.5999450683594,355.4599914550781,3532.6600131988525,0.0,1818.1799783706665,8591.399803161621,0.0,20239.33989238739,20097.14
2020-08-05,3472.0401611328125,2430.179901123047,355.8999938964844,3529.1999340057373,0.0,1818.1799783706665,8599.14047241211,0.0,20204.640440940857,20097.14
2020-08-06,3472.0401611328125,2419.1998901367188,351.6600036621094,3570.7198944091797,0.0,1818.1799783706665,8862.299606323242,0.0,20494.09953403473,20097.14
2020-08-07,4261.140197753906,2412.0,356.0,3532.6600131988525,0.0,1818.1799783706665,8800.380157470703,0.0,21180.36034679413,20952.94
2020-08-10,4261.140197753906,2448.179901123047,361.0,3584.559881210327,0.0,1821.9600648880005,8882.940078735352,0.0,21359.780123710632,20952.94
2020-08-11,4261.140197753906,2430.0,367.9800109863281,3529.1999340057373,0.0,1810.6199855804443,8753.940078735352,0.0,21152.880207061768,20952.94
2020-08-12,4261.140197753906,2403.0,370.3999938964844,3498.059881210327,0.0,1795.5,8707.5,0.0,21035.600072860718,20952.94
2020-08-13,4261.140197753906,2412.0,373.6400146484375,3411.559881210327,0.0,1827.6300144195557,8532.059921264648,0.0,20818.030029296875,20952.94
2020-08-14,4261.140197753906,2466.0,369.1000061035156,3435.7801055908203,0.0,1861.6500720977783,8560.440078735352,0.0,20954.110460281372,20952.94
2020-08-17,4261.140197753906,2448.179901123047,376.0,3331.9800395965576,0.0,1854.0900793075562,8341.14047241211,0.0,20612.530690193176,20952.94
2020-08-18,4261.140197753906,2475.0,374.3999938964844,3390.8000659942627,0.0,1804.9500360488892,8454.660118103027,0.0,20760.95041179657,20952.94
2020-08-19,4261.140197753906,2475.9000549316406,374.5799865722656,3366.5798416137695,0.0,1823.8499279022217,8415.95972442627,0.0,20718.009733200073,20952.94
2020-08-20,4261.140197753906,2484.0,375.0,3345.820026397705,0.0,1808.7299423217773,8423.700393676758,0.0,20698.390560150146,20952.94
2020-08-21,4340.050201416016,2475.360076904297,378.5799865722656,3366.5798416137695,0.0,1795.5,8501.100196838379,0.0,20857.170303344727,21042.079999999998
2020-08-24,4340.050201416016,2487.5999450683594,379.9800109863281,3401.179973602295,0.0,1782.2700576782227,8630.100196838379,0.0,21021.1803855896,21042.079999999998
2020-08-25,4340.050201416016,2492.0999450683594,370.0,3373.5,0.0,1795.5,8578.5,0.0,20949.650146484375,21042.079999999998
2020-08-26,4340.050201416016,2493.0,377.0,3325.059881210327,0.0,1795.5,8372.100196838379,0.0,20702.71027946472,21042.079999999998
2020-08-27,4340.050201416016,2493.179901123047,376.5799865722656,3352.739854812622,0.0,1859.6799173355103,8449.5,0.0,20871.72986125946,21117.839999999997
2020-08-28,4340.050201416016,2494.8001098632812,375.6000061035156,3383.879907608032,0.0,1871.5,8614.619842529297,0.0,21080.45006752014,21117.839999999997
2020-08-31,4340.050201416016,2506.5,364.0,3262.7801055908203,0.0,1865.5900526046753,8423.700393676758,0.0,20762.62075328827,21117.839999999997
2020-09-01,4340.050201416016,2449.8001098632812,343.7200012207031,3363.120092391968,0.0,1966.5,8568.179763793945,0.0,21031.370168685913,21212.439999999995
2020-09-02,4340.050201416016,2450.6998901367188,346.79998779296875,3318.14005279541,0.0,1972.7099447250366,8578.5,0.0,21006.90007686615,21212.439999999995
2020-09-03,4340.050201416016,2452.5,348.0,3387.3399868011475,0.0,1972.7099447250366,8712.660118103027,0.0,21213.260251045227,21212.439999999995
2020-09-04,4340.050201416016,2465.820098876953,347.9599914550781,3380.4201583862305,0.0,1962.35990524292,8759.100196838379,0.0,21255.710552215576,21212.439999999995
2020-09-08,4892.420227050781,2457.0,346.0,3335.440118789673,0.0,1993.41002368927,8581.079566955566,0.0,21605.34993648529,21848.739999999994
2020-09-09,5286.970245361328,2466.179901123047,345.79998779296875,3349.2801055908203,0.0,2009.9700078964233,8570.760314941406,0.0,22028.960562705994,22303.189999999995
2020-09-10,5286.970245361328,2466.0,342.6000061035156,3273.1600131988525,0.0,2038.9500789642334,8392.739685058594,0.0,21800.420028686523,22303.189999999995
2020-09-11,5286.970245361328,2475.9000549316406,341.55999755859375,3207.4201583862305,0.0,1968.57004737854,8256.0,0.0,21536.420503616333,22303.189999999995
2020-09-14,5286.970245361328,2498.2198791503906,339.0799865722656,3245.4800395965576,0.0,1993.41002368927,8348.880157470703,0.0,21712.040331840515,22303.189999999995
2020-09-15,5286.970245361328,2510.820098876953,336.8800048828125,3203.9600791931152,0.0,1972.7099447250366,8253.419940948486,0.0,21564.760313987732,22303.189999999995
2020-09-16,5286.970245361328,2509.1998901367188,335.3399963378906,3203.9600791931152,0.0,1985.1300315856934,8279.220039367676,0.0,21599.820281982422,22303.189999999995
2020-09-17,5286.970245361328,2509.7398681640625,334.32000732421875,3200.5,0.0,1987.2000789642334,8294.700393676758,0.0,21613.4305934906,22303.189999999995
