BCFF11,BBPO11,HGLG11,ITSA4,TRPL4,TAEE4,BBAS3
78.91000366210938,141.8699951171875,176.89999389648438,9.020000457763672,19.950000762939453,9.0600004196167,28.799999237060547
78.91000366210938,143.82000732421875,178.0,9.140000343322754,19.110000610351562,8.899999618530273,29.579999923706055
78.91000366210938,143.5,177.0,8.970000267028809,18.950000762939453,8.9399995803833,28.989999771118164
78.91000366210938,144.0,179.99000549316406,8.960000038146973,19.579999923706055,9.350000381469727,28.860000610351562
78.91000366210938,145.0,181.97999572753906,8.84000015258789,19.709999084472656,9.319999694824219,28.049999237060547
78.91000366210938,143.00999450683594,177.10000610351562,8.399999618530273,18.780000686645508,9.020000457763672,24.299999237060547
78.91000366210938,144.0,176.14999389648438,8.670000076293945,19.15999984741211,9.430000305175781,25.690000534057617
78.91000366210938,148.5,177.1999969482422,9.279999732971191,19.469999313354492,9.359999656677246,29.139999389648438
78.91000366210938,153.0,176.8800048828125,9.260000228881836,19.420000076293945,9.229999542236328,29.559999465942383
78.91000366210938,152.11000061035156,173.0,9.0,19.43000030517578,9.109999656677246,28.5
78.91000366210938,149.42999267578125,167.99000549316406,8.699999809265137,19.0,9.199999809265137,27.760000228881836
78.91000366210938,150.5,165.02000427246094,8.90999984741211,19.059999465942383,9.149999618530273,27.799999237060547
78.91000366210938,150.0,166.0,8.699999809265137,18.940000534057617,9.170000076293945,26.989999771118164
78.91000366210938,150.0,165.5500030517578,8.289999961853027,18.850000381469727,8.9399995803833,26.260000228881836
78.91000366210938,149.91000366210938,169.7899932861328,8.489999771118164,19.209999084472656,8.949999809265137,27.100000381469727
78.91000366210938,149.6699981689453,173.88999938964844,8.420000076293945,18.700000762939453,8.850000381469727,27.270000457763672
78.91000366210938,149.69000244140625,175.8000030517578,8.180000305175781,18.719999313354492,8.739999771118164,26.309999465942383
78.91000366210938,149.57000732421875,173.7100067138672,8.220000267028809,18.90999984741211,8.880000114440918,25.549999237060547
78.91000366210938,149.6300048828125,173.89999389648438,8.520000457763672,18.899999618530273,8.960000038146973,26.649999618530273
78.91000366210938,149.8000030517578,174.47000122070312,8.140000343322754,18.84000015258789,9.050000190734863,26.149999618530273
78.91000366210938,149.8000030517578,175.1999969482422,8.539999961853027,19.450000762939453,9.34000015258789,27.399999618530273
78.91000366210938,149.89999389648438,176.66000366210938,8.239999771118164,19.18000030517578,9.289999961853027,26.65999984741211
78.91000366210938,149.89999389648438,176.97999572753906,8.25,19.09000015258789,9.069999694824219,27.329999923706055
78.91000366210938,149.89999389648438,175.10000610351562,8.6899995803833,19.68000030517578,9.390000343322754,29.260000228881836
78.91000366210938,152.60000610351562,179.0500030517578,8.859999656677246,19.90999984741211,9.3100004196167,28.510000228881836
78.91000366210938,153.0,180.1999969482422,9.239999771118164,20.280000686645508,9.40999984741211,31.5
78.91000366210938,154.22000122070312,180.75,8.920000076293945,20.420000076293945,9.4399995803833,30.790000915527344
78.91000366210938,154.27999877929688,177.97000122070312,9.109999656677246,20.68000030517578,9.569999694824219,30.899999618530273
78.91000366210938,155.6999969482422,181.0,9.0,20.989999771118164,9.489999771118164,30.790000915527344
78.91000366210938,157.60000610351562,181.9499969482422,8.859999656677246,20.799999237060547,9.5600004196167,30.84000015258789
78.91000366210938,157.92999267578125,183.39999389648438,9.069999694824219,21.0,9.8100004196167,31.799999237060547
78.91000366210938,159.5,188.30999755859375,9.539999961853027,21.260000228881836,9.729999542236328,32.81999969482422
78.91000366210938,159.1999969482422,187.3800048828125,9.8100004196167,20.43000030517578,9.640000343322754,34.75
78.91000366210938,159.25,187.3000030517578,9.920000076293945,20.350000381469727,9.4399995803833,34.939998626708984
78.91000366210938,159.3000030517578,192.60000610351562,10.039999961853027,20.440000534057617,9.680000305175781,35.20000076293945
78.91000366210938,159.89999389648438,190.5,10.399999618530273,20.579999923706055,9.739999771118164,36.38999938964844
78.91000366210938,159.07000732421875,190.8000030517578,10.359999656677246,20.760000228881836,9.600000381469727,35.790000915527344
78.91000366210938,159.0,189.27999877929688,10.029999732971191,20.600000381469727,9.699999809265137,34.209999084472656
78.91000366210938,157.27000427246094,188.61000061035156,9.789999961853027,20.219999313354492,9.600000381469727,33.349998474121094
78.91000366210938,158.97000122070312,189.3699951171875,9.5600004196167,20.209999084472656,9.5,33.06999969482422
78.91000366210938,159.0,189.0,9.760000228881836,20.25,9.510000228881836,33.5
78.91000366210938,159.89999389648438,189.42999267578125,9.930000305175781,20.5,9.789999961853027,34.5
78.91000366210938,159.94000244140625,190.9499969482422,10.25,20.479999542236328,9.670000076293945,34.400001525878906
78.91000366210938,160.44000244140625,191.52999877929688,10.40999984741211,20.389999389648438,9.800000190734863,33.939998626708984
78.91000366210938,162.99000549316406,188.0800018310547,10.149999618530273,20.549999237060547,9.680000305175781,33.2400016784668
78.91000366210938,162.99000549316406,187.32000732421875,10.0600004196167,20.43000030517578,9.5600004196167,33.529998779296875
78.91000366210938,162.14999389648438,187.07000732421875,9.770000457763672,20.309999465942383,9.449999809265137,32.220001220703125
78.91000366210938,163.0,188.0,9.960000038146973,20.459999084472656,9.470000267028809,33.0099983215332
78.91000366210938,163.3800048828125,189.0,9.65999984741211,20.290000915527344,9.4399995803833,31.81999969482422
78.91000366210938,163.39999389648438,188.6999969482422,9.890000343322754,20.600000381469727,9.520000457763672,33.439998626708984
78.91000366210938,164.0,189.94000244140625,9.59000015258789,20.90999984741211,9.489999771118164,32.150001525878906
78.91000366210938,160.6699981689453,189.88999938964844,9.789999961853027,21.309999465942383,9.600000381469727,33.06999969482422
78.91000366210938,159.00999450683594,190.0,9.949999809265137,21.260000228881836,9.489999771118164,33.15999984741211
91.02999877929688,160.0,189.0,9.970000267028809,21.399999618530273,9.520000457763672,33.5
