BCFF11,BBPO11,HGLG11,ITSA4,TRPL4,TAEE4,BBAS3
78.91000366210938,160.80999755859375,188.75,13.0,22.68000030517578,10.449999809265137,49.099998474121094
78.91000366210938,161.02000427246094,186.25999450683594,13.1899995803833,22.6200008392334,10.449999809265137,49.56999969482422
78.91000366210938,161.30999755859375,181.0,13.34000015258789,22.799999237060547,10.470000267028809,49.689998626708984
78.91000366210938,161.10000610351562,179.0,13.25,22.3799991607666,10.25,49.18000030517578
78.91000366210938,161.99000549316406,178.5,12.8100004196167,22.450000762939453,10.319999694824219,49.220001220703125
78.91000366210938,160.14999389648438,178.2100067138672,11.869999885559082,21.709999084472656,9.850000381469727,45.790000915527344
78.91000366210938,161.49000549316406,177.0399932861328,12.010000228881836,22.040000915527344,9.949999809265137,46.86000061035156
78.91000366210938,161.02999877929688,178.30999755859375,12.3100004196167,22.3799991607666,10.0600004196167,47.150001525878906
78.91000366210938,162.14999389648438,179.35000610351562,12.130000114440918,22.190000534057617,10.050000190734863,45.77000045776367
78.91000366210938,162.4499969482422,182.4499969482422,12.199999809265137,23.5,10.5,45.81999969482422
78.91000366210938,162.0,180.5,11.829999923706055,22.649999618530273,10.100000381469727,43.11000061035156
78.91000366210938,162.16000366210938,178.0399932861328,11.5600004196167,22.450000762939453,10.0600004196167,42.29999923706055
78.91000366210938,155.25,168.4499969482422,10.829999923706055,21.600000381469727,9.989999771118164,37.630001068115234
78.91000366210938,156.75,169.9199981689453,11.0600004196167,21.59000015258789,10.130000114440918,39.61000061035156
78.91000366210938,152.39999389648438,167.5,10.399999618530273,20.709999084472656,10.0,36.189998626708984
78.91000366210938,142.0,154.10000610351562,9.270000457763672,19.299999237060547,9.789999961853027,31.25
78.91000366210938,147.89999389648438,155.77000427246094,10.199999809265137,20.260000228881836,9.739999771118164,36.4900016784668
78.91000366210938,142.0,146.0,9.100000381469727,19.149999618530273,8.90999984741211,30.399999618530273
78.91000366210938,141.60000610351562,145.0,9.539999961853027,19.479999542236328,9.0,31.8700008392334
78.91000366210938,127.0,117.05000305175781,9.069999694824219,17.68000030517578,8.699999809265137,26.610000610351562
78.91000366210938,129.08999633789062,129.61000061035156,8.760000228881836,18.1200008392334,8.600000381469727,25.56999969482422
78.91000366210938,130.0,136.0,8.3100004196167,18.010000228881836,8.979999542236328,24.600000381469727
78.91000366210938,124.0,133.38999938964844,7.53000020980835,17.40999984741211,8.0600004196167,22.1299991607666
78.91000366210938,126.87999725341797,140.0,8.069999694824219,18.059999465942383,8.3100004196167,25.920000076293945
78.91000366210938,132.60000610351562,152.50999450683594,8.609999656677246,19.09000015258789,8.100000381469727,29.030000686645508
78.91000366210938,134.49000549316406,158.88999938964844,8.979999542236328,20.350000381469727,8.710000038146973,30.489999771118164
78.91000366210938,134.0,160.88999938964844,8.5,19.739999771118164,8.6899995803833,28.239999771118164
78.91000366210938,138.1999969482422,159.0,8.819999694824219,19.3700008392334,8.369999885559082,28.989999771118164
78.91000366210938,138.72000122070312,158.0500030517578,8.770000457763672,18.969999313354492,8.399999618530273,27.889999389648438
78.91000366210938,133.0,154.0,8.260000228881836,18.239999771118164,8.229999542236328,26.709999084472656
78.91000366210938,134.41000366210938,153.0,8.369999885559082,19.049999237060547,8.720000267028809,27.020000457763672
78.91000366210938,132.0,152.0,8.109999656677246,19.450000762939453,8.800000190734863,25.5
78.91000366210938,134.89999389648438,155.57000732421875,8.710000038146973,19.799999237060547,8.920000076293945,27.860000610351562
78.91000366210938,135.02000427246094,162.5,8.970000267028809,19.350000381469727,8.920000076293945,29.170000076293945
78.91000366210938,136.57000732421875,167.8000030517578,9.319999694824219,19.049999237060547,8.800000190734863,29.729999542236328
78.91000366210938,138.97999572753906,170.24000549316406,9.239999771118164,19.18000030517578,8.880000114440918,29.649999618530273
78.91000366210938,139.00999450683594,170.77999877929688,9.489999771118164,19.15999984741211,8.90999984741211,30.239999771118164
78.91000366210938,140.5500030517578,173.85000610351562,9.600000381469727,19.989999771118164,9.119999885559082,30.209999084472656
78.91000366210938,140.3000030517578,173.8000030517578,9.300000190734863,20.110000610351562,9.1899995803833,29.649999618530273
